filename,model_name,model_version,rmse_aggregate,mae_aggregate,crps,ratio_within_10th_90th,ratio_within_25th_75th,test_sample_count
thailand_nbeats_v1_eval.nc,http://localhost:8087,unknown,32.781535348867656,17.117948717948718,12.58743463718821,0.6695011337868481,0.471655328798186,60900.0
